id,old_category,new_category
1793,出行/_未归类,出行/公共交通/公交
1795,出行/_未归类,出行/公共交通/公交
1798,出行/_未归类,出行/公共交通/公交
1802,出行/_未归类,出行/公共交通/公交
1806,出行/_未归类,出行/公共交通/公交
1836,出行/_未归类,出行/公共交通/地铁
1838,出行/_未归类,出行/公共交通/公交
1844,出行/_未归类,出行/公共交通/公交
1847,出行/_未归类,出行/公共交通/公交
1861,出行/_未归类,出行/网约车
1872,出行/_未归类,出行/公共交通/公交
1875,出行/_未归类,出行/公共交通/公交
1880,出行/_未归类,出行/网约车
1881,出行/_未归类,出行/公共交通/地铁
1891,出行/_未归类,出行/网约车
1893,出行/_未归类,出行/公共交通/公交
1899,出行/_未归类,出行/公共交通/公交
1901,出行/_未归类,出行/公共交通/公交
1905,出行/_未归类,出行/公共交通/地铁
1915,出行/_未归类,出行/公共交通/公交
1956,出行/_未归类,出行/公共交通/公交
1962,出行/_未归类,出行/公共交通/公交
1967,出行/_未归类,出行/公共交通/地铁
1987,出行/_未归类,出行/公共交通/公交
1990,出行/_未归类,出行/公共交通/公交
2000,出行/_未归类,出行/公共交通/公交
2005,出行/_未归类,出行/公共交通/公交
2013,出行/_未归类,出行/公共交通/公交
2018,出行/_未归类,出行/公共交通/地铁
2031,出行/_未归类,出行/公共交通/公交
2039,出行/_未归类,出行/公共交通/公交
2046,出行/_未归类,出行/公共交通/公交
2063,出行/_未归类,出行/公共交通/地铁
2071,出行/_未归类,出行/网约车
2073,出行/_未归类,出行/网约车
2075,出行/_未归类,出行/网约车
2079,出行/_未归类,出行/网约车
2082,出行/_未归类,出行/网约车
2084,出行/_未归类,出行/长途
2087,出行/_未归类,出行/公共交通/公交
2090,出行/_未归类,出行/公共交通/公交
2093,出行/_未归类,出行/公共交通/公交
2098,出行/_未归类,出行/公共交通/公交
2102,出行/_未归类,出行/公共交通/公交
2106,出行/_未归类,出行/公共交通/公交
2113,出行/_未归类,出行/网约车
2118,出行/_未归类,出行/网约车
2127,出行/_未归类,出行/公共交通/公交
2133,出行/_未归类,出行/公共交通/公交
2138,出行/_未归类,出行/公共交通/地铁
2142,出行/_未归类,出行/长途
2145,出行/_未归类,出行/公共交通/地铁
2150,出行/_未归类,出行/网约车
2156,出行/_未归类,出行/公共交通/公交
2167,出行/_未归类,出行/公共交通/公交
2168,出行/_未归类,出行/公共交通/公交
2172,出行/_未归类,出行/公共交通/公交
2184,出行/_未归类,出行/公共交通/公交
2188,出行/_未归类,出行/公共交通/公交
2191,出行/_未归类,出行/公共交通/公交
2192,出行/_未归类,出行/公共交通/公交
2194,出行/_未归类,出行/公共交通/公交
2200,出行/_未归类,出行/网约车
2206,出行/_未归类,出行/公共交通/地铁
2212,出行/_未归类,出行/公共交通/公交
2213,出行/_未归类,出行/公共交通/地铁
2215,出行/_未归类,出行/公共交通/公交
2216,出行/_未归类,出行/公共交通/公交
2219,出行/_未归类,出行/公共交通/公交
2224,出行/_未归类,出行/公共交通/公交
2226,出行/_未归类,出行/网约车
2227,出行/_未归类,出行/长途
2228,出行/_未归类,出行/长途
2230,出行/_未归类,出行/公共交通/公交
2236,出行/_未归类,出行/公共交通/公交
2239,出行/_未归类,出行/长途
2245,出行/_未归类,出行/公共交通/地铁
2251,出行/_未归类,出行/公共交通/公交
2264,出行/_未归类,出行/网约车
2265,出行/_未归类,出行/公共交通/公交
2269,出行/_未归类,出行/公共交通/地铁
2277,出行/_未归类,出行/公共交通/公交
2282,出行/_未归类,出行/网约车
2288,出行/_未归类,出行/网约车
2291,出行/_未归类,出行/公共交通/公交
2294,出行/_未归类,出行/公共交通/公交
2299,出行/_未归类,出行/公共交通/公交
2301,出行/_未归类,出行/公共交通/公交
2302,出行/_未归类,出行/公共交通/公交
2307,出行/_未归类,出行/公共交通/地铁
2316,出行/_未归类,出行/公共交通/公交
2323,出行/_未归类,出行/公共交通/公交
2345,出行/_未归类,出行/长途
2350,出行/_未归类,出行/公共交通/公交
2352,出行/_未归类,出行/公共交通/公交
2355,出行/_未归类,出行/公共交通/公交
2356,出行/_未归类,出行/公共交通/公交
2362,出行/_未归类,出行/公共交通/公交
2368,出行/_未归类,出行/公共交通/公交
2372,出行/_未归类,出行/公共交通/公交
2374,出行/_未归类,出行/公共交通/公交
2377,出行/_未归类,出行/公共交通/公交
2379,出行/_未归类,出行/公共交通/公交
2385,出行/_未归类,出行/公共交通/公交
2392,出行/_未归类,出行/公共交通/公交
2395,出行/_未归类,出行/公共交通/公交
2403,出行/_未归类,出行/网约车
2404,出行/_未归类,出行/网约车
2408,出行/_未归类,出行/公共交通/地铁
2412,出行/_未归类,出行/公共交通/公交
2420,出行/_未归类,出行/公共交通/公交
2422,出行/_未归类,出行/网约车
2439,出行/_未归类,出行/网约车
2441,出行/_未归类,出行/公共交通/地铁
2442,出行/_未归类,出行/公共交通/公交
2443,出行/_未归类,出行/公共交通/公交
2449,出行/_未归类,出行/公共交通/公交
2460,出行/_未归类,出行/公共交通/地铁
2464,出行/_未归类,出行/网约车
2465,出行/_未归类,出行/网约车
2470,出行/_未归类,出行/公共交通/公交
2475,出行/_未归类,出行/公共交通/公交
2477,出行/_未归类,出行/公共交通/公交
2481,出行/_未归类,出行/公共交通/公交
2485,出行/_未归类,出行/公共交通/公交
2487,出行/_未归类,出行/公共交通/公交
2488,出行/_未归类,出行/公共交通/公交
2492,出行/_未归类,出行/长途
2503,出行/_未归类,出行/公共交通/公交
2505,出行/_未归类,出行/公共交通/公交
2512,出行/_未归类,出行/公共交通/公交
2518,出行/_未归类,出行/公共交通/公交
2522,出行/_未归类,出行/公共交通/公交
2523,出行/_未归类,出行/公共交通/公交
2526,出行/_未归类,出行/网约车
2528,出行/_未归类,出行/公共交通/公交
2545,出行/_未归类,出行/公共交通/公交
2546,出行/_未归类,出行/网约车
2547,出行/_未归类,出行/公共交通/公交
2550,出行/_未归类,出行/公共交通/公交
2558,出行/_未归类,出行/公共交通/公交
2560,出行/_未归类,出行/公共交通/公交
2563,出行/_未归类,出行/公共交通/公交
2567,出行/_未归类,出行/公共交通/公交
2568,出行/_未归类,出行/公共交通/公交
2570,出行/_未归类,出行/网约车
2580,出行/_未归类,出行/网约车
2581,出行/_未归类,出行/网约车
2583,出行/_未归类,出行/网约车
2584,出行/_未归类,出行/网约车
2587,出行/_未归类,出行/公共交通/公交
2595,出行/_未归类,出行/公共交通/地铁
2596,出行/_未归类,出行/公共交通/地铁
2604,出行/_未归类,出行/公共交通/地铁
2606,出行/_未归类,出行/公共交通/地铁
2610,出行/_未归类,出行/公共交通/地铁
2611,出行/_未归类,出行/公共交通/地铁
2614,出行/_未归类,出行/公共交通/地铁
2616,出行/_未归类,出行/公共交通/公交
2619,出行/_未归类,出行/公共交通/公交
2631,出行/_未归类,出行/公共交通/地铁
2633,出行/_未归类,出行/公共交通/地铁
2643,出行/_未归类,出行/公共交通/地铁
2656,出行/_未归类,出行/公共交通/公交
2660,出行/_未归类,出行/公共交通/地铁
2664,出行/_未归类,出行/公共交通/地铁
2669,出行/_未归类,出行/公共交通/地铁
2673,出行/_未归类,出行/公共交通/地铁
2689,出行/_未归类,出行/公共交通/地铁
2690,出行/_未归类,出行/公共交通/地铁
2693,出行/_未归类,出行/网约车
2697,出行/_未归类,出行/公共交通/地铁
2700,出行/_未归类,出行/公共交通/地铁
2707,出行/_未归类,出行/公共交通/地铁
2724,出行/_未归类,出行/公共交通/公交
2742,出行/_未归类,出行/公共交通/公交
2748,出行/_未归类,出行/公共交通/公交
2811,出行/_未归类,出行/公共交通/地铁
2832,出行/_未归类,出行/公共交通/公交
2837,出行/_未归类,出行/公共交通/公交
2860,出行/_未归类,出行/公共交通/公交
2871,出行/_未归类,出行/公共交通/公交
2874,出行/_未归类,出行/公共交通/公交
2893,出行/_未归类,出行/公共交通/公交
2943,出行/_未归类,出行/公共交通/地铁
2971,出行/_未归类,出行/公共交通/公交
2978,出行/_未归类,出行/公共交通/公交
2994,出行/_未归类,出行/公共交通/地铁
2995,出行/_未归类,出行/公共交通/地铁
3000,出行/_未归类,出行/公共交通/地铁
3001,出行/_未归类,出行/公共交通/地铁
3002,出行/_未归类,出行/公共交通/公交
3008,出行/_未归类,出行/公共交通/公交
3009,出行/_未归类,出行/网约车
3029,出行/_未归类,出行/公共交通/公交
3040,出行/_未归类,出行/公共交通/地铁
3048,出行/_未归类,出行/公共交通/公交
3049,出行/_未归类,出行/公共交通/地铁
3059,出行/_未归类,出行/公共交通/地铁
3067,出行/_未归类,出行/公共交通/公交
3069,出行/_未归类,出行/公共交通/公交
3080,出行/_未归类,出行/网约车
3090,出行/_未归类,出行/公共交通/地铁
3093,出行/_未归类,出行/公共交通/公交
3098,出行/_未归类,出行/公共交通/公交
3099,出行/_未归类,出行/公共交通/公交
3100,出行/_未归类,出行/网约车
3103,出行/_未归类,出行/公共交通/公交
3105,出行/_未归类,出行/公共交通/公交
3108,出行/_未归类,出行/公共交通/地铁
3117,出行/_未归类,出行/公共交通/地铁
3125,出行/_未归类,出行/公共交通/地铁
3128,出行/_未归类,出行/公共交通/地铁
3129,出行/_未归类,出行/网约车
3134,出行/_未归类,出行/公共交通/公交
3136,出行/_未归类,出行/公共交通/公交
3138,出行/_未归类,出行/公共交通/公交
3222,出行/_未归类,出行/网约车
3245,出行/_未归类,出行/公共交通/公交
3257,出行/_未归类,出行/公共交通/地铁
3258,出行/_未归类,出行/公共交通/地铁
3260,出行/_未归类,出行/公共交通/地铁
3261,出行/_未归类,出行/公共交通/公交
3266,出行/_未归类,出行/公共交通/地铁
3291,出行/_未归类,出行/公共交通/地铁
3300,出行/_未归类,出行/公共交通/地铁
3301,出行/_未归类,出行/网约车
3302,出行/_未归类,出行/网约车
3313,出行/_未归类,出行/网约车
3314,出行/_未归类,出行/公共交通/地铁
3324,出行/_未归类,出行/长途/机票
3328,出行/_未归类,出行/公共交通/地铁
3333,出行/_未归类,出行/公共交通/地铁
3338,出行/_未归类,出行/公共交通/地铁
3345,出行/_未归类,出行/公共交通/公交
3349,出行/_未归类,出行/公共交通/地铁
3369,出行/_未归类,出行/公共交通/地铁
3370,出行/_未归类,出行/网约车
3373,出行/_未归类,出行/公共交通/公交
3386,出行/_未归类,出行/公共交通/地铁
3390,出行/_未归类,出行/公共交通/地铁
3421,出行/_未归类,出行/网约车
3424,出行/_未归类,出行/公共交通/地铁
3429,出行/_未归类,出行/公共交通/地铁
3434,出行/_未归类,出行/公共交通/地铁
3442,出行/_未归类,出行/公共交通/地铁
3459,出行/_未归类,出行/公共交通/地铁
3460,出行/_未归类,出行/公共交通/地铁
3462,出行/_未归类,出行/网约车
3464,出行/_未归类,出行/网约车
3468,出行/_未归类,出行/公共交通/地铁
3469,出行/_未归类,出行/公共交通/地铁
3497,出行/_未归类,出行/公共交通/公交
3517,出行/_未归类,出行/公共交通/地铁
3533,出行/_未归类,出行/公共交通/地铁
3548,出行/_未归类,出行/公共交通/地铁
3549,出行/_未归类,出行/公共交通/地铁
3662,出行/_未归类,出行/公共交通/地铁
3672,出行/_未归类,出行/网约车
3688,出行/_未归类,出行/公共交通/公交
3690,出行/_未归类,出行/公共交通/公交
3692,出行/_未归类,出行/长途
3707,出行/_未归类,出行/公共交通/地铁
3726,出行/_未归类,出行/长途
3737,出行/_未归类,出行/公共交通/公交
3745,出行/_未归类,出行/公共交通/公交
3747,出行/_未归类,出行/网约车
3755,出行/_未归类,出行/公共交通/公交
3756,出行/_未归类,出行/公共交通/公交
3758,出行/_未归类,出行/公共交通/公交
3760,出行/_未归类,出行/公共交通/公交
3764,出行/_未归类,出行/公共交通/公交
3768,出行/_未归类,出行/公共交通/公交
3777,出行/_未归类,出行/长途
3784,出行/_未归类,出行/公共交通/公交
3793,出行/_未归类,出行/公共交通/公交
3795,出行/_未归类,出行/公共交通/地铁
3798,出行/_未归类,出行/公共交通/公交
3802,出行/_未归类,出行/公共交通/公交
3804,出行/_未归类,出行/公共交通/公交
3807,出行/_未归类,出行/长途
3810,出行/_未归类,出行/公共交通/地铁
3817,出行/_未归类,出行/公共交通/地铁
3822,出行/_未归类,出行/公共交通/地铁
3824,出行/_未归类,出行/网约车
3839,出行/_未归类,出行/公共交通/公交
3850,出行/_未归类,出行/公共交通/地铁
3864,出行/_未归类,出行/公共交通/公交
3865,出行/_未归类,出行/公共交通/公交
3869,出行/_未归类,出行/公共交通/公交
3870,出行/_未归类,出行/公共交通/公交
3874,出行/_未归类,出行/公共交通/地铁
3875,出行/_未归类,出行/公共交通/地铁
3880,出行/_未归类,出行/公共交通/公交
3885,出行/_未归类,出行/公共交通/公交
3900,出行/_未归类,出行/长途
3902,出行/_未归类,出行/网约车
3903,出行/_未归类,出行/网约车
3909,出行/_未归类,出行/公共交通/公交
3911,出行/_未归类,出行/公共交通/公交
3915,出行/_未归类,出行/网约车
3935,出行/_未归类,出行/公共交通/公交
3957,出行/_未归类,出行/公共交通/地铁
3958,出行/_未归类,出行/公共交通/公交
3961,出行/_未归类,出行/公共交通/公交
3963,出行/_未归类,出行/网约车
3968,出行/_未归类,出行/车辆相关/保养
3970,出行/_未归类,出行/长途
3971,出行/_未归类,出行/长途
3974,出行/_未归类,出行/公共交通/公交
3984,出行/_未归类,出行/公共交通/公交
3994,出行/_未归类,出行/公共交通/公交
4000,出行/_未归类,出行/公共交通/公交
4011,出行/_未归类,出行/公共交通/地铁
4013,出行/_未归类,出行/公共交通/地铁
4026,出行/_未归类,出行/公共交通/地铁
4031,出行/_未归类,出行/公共交通/公交
4038,出行/_未归类,出行/公共交通/公交
4049,出行/_未归类,出行/长途
4052,出行/_未归类,出行/网约车
4055,出行/_未归类,出行/网约车
4057,出行/_未归类,出行/公共交通/公交
4066,出行/_未归类,出行/公共交通/公交
4069,出行/_未归类,出行/公共交通/公交
4088,出行/_未归类,出行/公共交通/地铁
4089,出行/_未归类,出行/公共交通/公交
4098,出行/_未归类,出行/公共交通/公交
4100,出行/_未归类,出行/公共交通/公交
4102,出行/_未归类,出行/网约车
4103,出行/_未归类,出行/公共交通/公交
4105,出行/_未归类,出行/长途
4109,出行/_未归类,出行/公共交通/公交
4112,出行/_未归类,出行/公共交通/地铁
4113,出行/_未归类,出行/公共交通/地铁
4123,出行/_未归类,出行/公共交通/公交
4125,出行/_未归类,出行/公共交通/公交
4128,出行/_未归类,出行/公共交通/公交
4135,出行/_未归类,出行/公共交通/公交
4138,出行/_未归类,出行/长途
4139,出行/_未归类,出行/长途
4141,出行/_未归类,出行/公共交通/公交
4143,出行/_未归类,出行/网约车
4145,出行/_未归类,出行/网约车
4155,出行/_未归类,出行/网约车
4157,出行/_未归类,出行/公共交通/公交
4166,出行/_未归类,出行/公共交通/公交
4171,出行/_未归类,出行/公共交通/公交
4212,出行/_未归类,出行/公共交通/公交
4221,出行/_未归类,出行/公共交通/地铁
4241,出行/_未归类,出行/公共交通/公交
4265,出行/_未归类,出行/公共交通/公交
4270,出行/_未归类,出行/公共交通/公交
4272,出行/_未归类,出行/公共交通/公交
4285,出行/_未归类,出行/公共交通/地铁
4290,出行/_未归类,出行/公共交通/地铁
4293,出行/_未归类,出行/公共交通/地铁
4296,出行/_未归类,出行/公共交通/地铁
4300,出行/_未归类,出行/公共交通/公交
4302,出行/_未归类,出行/公共交通/公交
4305,出行/_未归类,出行/公共交通/公交
4308,出行/_未归类,出行/公共交通/公交
4323,出行/_未归类,出行/公共交通/地铁
4406,出行/_未归类,出行/公共交通/地铁
4408,出行/_未归类,出行/公共交通/地铁
4410,出行/_未归类,出行/公共交通/公交
4411,出行/_未归类,出行/公共交通/公交
4419,出行/_未归类,出行/公共交通/公交
4426,出行/_未归类,出行/公共交通/公交
4438,出行/_未归类,出行/公共交通/公交
4446,出行/_未归类,出行/公共交通/公交
4448,出行/_未归类,出行/公共交通/公交
4452,出行/_未归类,出行/公共交通/公交
4453,出行/_未归类,出行/网约车
4468,出行/_未归类,出行/公共交通/地铁
4470,出行/_未归类,出行/公共交通/地铁
4476,出行/_未归类,出行/公共交通/地铁
4478,出行/_未归类,出行/公共交通/公交
4485,出行/_未归类,出行/公共交通/公交
4487,出行/_未归类,出行/公共交通/公交
4497,出行/_未归类,出行/公共交通/公交
4499,出行/_未归类,出行/公共交通/公交
4502,出行/_未归类,出行/公共交通/公交
4505,出行/_未归类,出行/公共交通/公交
4506,出行/_未归类,出行/公共交通/地铁
4510,出行/_未归类,出行/公共交通/公交
4514,出行/_未归类,出行/公共交通/公交
4527,出行/_未归类,出行/公共交通/公交
4541,出行/_未归类,出行/公共交通/公交
4546,出行/_未归类,出行/公共交通/公交
4551,出行/_未归类,出行/公共交通/公交
4556,出行/_未归类,出行/公共交通/公交
4557,出行/_未归类,出行/公共交通/公交
4581,出行/_未归类,出行/网约车
4582,出行/_未归类,出行/公共交通/公交
4584,出行/_未归类,出行/网约车
4585,出行/_未归类,出行/公共交通/公交
4589,出行/_未归类,出行/公共交通/公交
4617,出行/_未归类,出行/公共交通/公交
4658,出行/_未归类,出行/公共交通/公交
4662,出行/_未归类,出行/网约车
4707,出行/_未归类,出行/公共交通/地铁
4719,出行/_未归类,出行/网约车
4720,出行/_未归类,出行/公共交通/地铁
4721,出行/_未归类,出行/公共交通/公交
4770,出行/_未归类,出行/网约车
4771,出行/_未归类,出行/网约车
4787,出行/_未归类,出行/公共交通/地铁
4881,出行/_未归类,出行/公共交通/地铁
4882,出行/_未归类,出行/公共交通/地铁
4976,出行/_未归类,出行/网约车
4979,出行/_未归类,出行/网约车
4980,出行/_未归类,出行/公共交通/地铁
4984,出行/_未归类,出行/长途
4985,出行/_未归类,出行/网约车
4990,出行/_未归类,出行/公共交通/地铁
4996,出行/_未归类,出行/公共交通/地铁
4999,出行/_未归类,出行/网约车
5002,出行/_未归类,出行/公共交通/地铁
5006,出行/_未归类,出行/网约车
5008,出行/_未归类,出行/网约车
5013,出行/_未归类,出行/网约车
5014,出行/_未归类,出行/网约车
5015,出行/_未归类,出行/网约车
5017,出行/_未归类,出行/公共交通/地铁
5020,出行/_未归类,出行/公共交通/地铁
5023,出行/_未归类,出行/公共交通/地铁
5024,出行/_未归类,出行/公共交通/地铁
5025,出行/_未归类,出行/公共交通/地铁
5026,出行/_未归类,出行/网约车
5032,出行/_未归类,出行/网约车
5033,出行/_未归类,出行/长途
5043,出行/_未归类,出行/网约车
5045,出行/_未归类,出行/公共交通/地铁
5082,出行/_未归类,出行/网约车
5083,出行/_未归类,出行/网约车
5119,出行/_未归类,出行/公共交通/公交
5120,出行/_未归类,出行/公共交通/地铁
